,Seller,PriceNumeric,KmNumeric,MakeYear,RootName,Color,Fuel,GearBox,CityName,OwnerTypeId,BodyStyleId,enc_seller,enc_gearBox,enc_fuel,enc_color_silver,enc_color_white,enc_color_grey,enc_color_gold,enc_color_black,enc_color_blue,enc_color_other,enc_city_new_delhi,enc_city_mumbai,enc_city_bangalore,enc_city_hyderabad,enc_city_chennai,enc_city_thane,enc_city_other,enc_name_innova,enc_name_fortuner,enc_name_corolla_altis,enc_name_etios
976,Dealer,350000,140000,2003,Qualis,Green,Petrol,Manual,Indore,1,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
977,Individual,1500000,93000,2012,Fortuner,Super White,Diesel,Manual,Indore,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
978,Individual,510000,60000,2017,Innova,,Diesel,Manual,Indore,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
979,Individual,1300000,77000,2015,Innova,Grey Mica Metallic,Diesel,Manual,Indore,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
980,Dealer,950000,30000,2013,Innova,Silver,Petrol,Manual,Indore,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
981,Dealer,460000,52000,2006,Innova,Black,Diesel,Manual,Indore,2,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
982,Dealer,760000,90000,2009,Innova,Silver,Diesel,Manual,Indore,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
983,Dealer,1800000,40000,2013,Fortuner,White,Diesel,Automatic,Indore,2,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
984,Dealer,1175000,50000,2014,Innova,White,Diesel,Manual,Indore,2,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
985,Individual,500000,39489,2010,Corolla Altis,White Pearl Mica,Petrol,Manual,Indore,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
986,Individual,400000,63000,2011,Etios,Vermilion Red,Petrol,Manual,Indore,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
987,Individual,550000,62000,2014,Etios,,Diesel,Manual,Indore,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
988,Individual,1599000,69000,2012,Fortuner,Super White,Diesel,Automatic,Indore,2,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
989,Individual,1400000,78000,2015,Innova,,Diesel,Manual,Indore,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
990,Individual,1400000,78000,2015,Innova,,Diesel,Manual,Indore,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
991,Individual,610000,105000,2011,Innova,Silver Mica Metallic,Diesel,Manual,Indore,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
992,Individual,35000,138000,2013,Etios Liva,White,Petrol,Manual,Indore,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
993,Individual,350000,138000,2013,Etios Liva,White,Petrol,Manual,Indore,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
994,Dealer,475000,64000,2006,Innova,Beize,Diesel,Manual,Navi Mumbai,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
995,Dealer,851000,53155,2013,Corolla Altis,Gold,Diesel,Manual,Navi Mumbai,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
996,Dealer,361000,62839,2011,Etios Liva,Silver,Diesel,Manual,Navi Mumbai,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
997,Dealer,975000,100000,2013,Innova,Grey,Diesel,Manual,Navi Mumbai,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
998,Dealer,1350000,101000,2011,Fortuner,Black,Diesel,Manual,Navi Mumbai,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
999,Dealer,1350000,54031,2014,Innova,Grey,Diesel,Manual,Navi Mumbai,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1000,Dealer,675000,53000,2011,Corolla Altis,Gold,Diesel,Manual,Navi Mumbai,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1001,Dealer,750000,68236,2012,Corolla Altis,White,Diesel,Manual,Navi Mumbai,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1002,Dealer,799000,98575,2010,Innova,Silver,Diesel,Manual,Navi Mumbai,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1003,Dealer,190000,75000,2005,Corolla,Gold,Petrol,Manual,Navi Mumbai,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1004,Dealer,325000,72000,2011,Etios,Black,Petrol,Manual,Navi Mumbai,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1005,Dealer,1200000,77000,2005,Prado,Silver,Petrol,Automatic,Navi Mumbai,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1006,Dealer,1050000,100204,2012,Innova,Grey,Diesel,Manual,Navi Mumbai,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1007,Dealer,350000,34000,2011,Etios,Gold,Petrol,Manual,Navi Mumbai,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1008,Dealer,565000,54000,2010,Corolla Altis,White,Diesel,Manual,Navi Mumbai,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1009,Dealer,385000,57000,2010,Corolla Altis,Beige,Petrol,Manual,Navi Mumbai,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1010,Dealer,845000,112000,2011,Innova,White,Diesel,Manual,Navi Mumbai,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1011,Dealer,1125000,124000,2010,Fortuner,Black,Diesel,Manual,Navi Mumbai,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1012,Dealer,475000,167000,2008,Innova,Beige,Diesel,Manual,Navi Mumbai,2,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1013,Dealer,875000,130000,2011,Innova,Silver,Diesel,Manual,Navi Mumbai,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1014,Dealer,575000,184000,2008,Innova,Beize,Diesel,Manual,Navi Mumbai,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1015,Dealer,1150000,60000,2012,Innova,Grey,Diesel,Manual,Navi Mumbai,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1016,Dealer,375000,145000,2005,Innova,Silver,Petrol,Manual,Navi Mumbai,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1017,Individual,310000,62323,2013,Etios Liva,Symphony Silver,Petrol,Manual,Navi Mumbai,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1022,Individual,1300000,38000,2015,Innova,,Diesel,Manual,Navi Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1023,Individual,685000,115000,2010,Innova,Grey Mica Metallic,Diesel,Manual,Navi Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1024,Individual,2050000,73341,2013,Fortuner,Black,Diesel,Automatic,Navi Mumbai,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1025,Individual,1100000,98000,2012,Innova,Golden Beige,Diesel,Manual,Navi Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1026,Individual,1900000,92000,2014,Fortuner,Super White,Diesel,Automatic,Navi Mumbai,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1027,Dealer,2695000,23188,2015,Fortuner,White,Diesel,Automatic,Navi Mumbai,1,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1028,Individual,1050000,20000,2013,Innova,,Diesel,Manual,Navi Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1029,Individual,275000,54000,2012,Etios,Celestial Black,Petrol,Manual,Navi Mumbai,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1030,Individual,150000,86000,2004,Corolla,White,Petrol,Automatic,Navi Mumbai,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1031,Individual,1200000,138554,2011,Fortuner,Super White,Diesel,Manual,Navi Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1032,Individual,675000,150000,2010,Innova,,Diesel,Manual,Navi Mumbai,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1033,Dealer,350000,50551,2011,Etios,Gold,Petrol,Manual,Ghaziabad,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1034,Dealer,525000,31489,2014,Etios Liva,Silver,Diesel,Manual,Ghaziabad,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1037,Dealer,350000,69379,2011,Etios,Silver,Petrol,Manual,Ghaziabad,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1038,Dealer,395000,68750,2012,Etios,Silver,Petrol,Manual,Ghaziabad,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1039,Dealer,399000,75483,2008,Corolla Altis,Gold,Petrol,Manual,Ghaziabad,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1040,Dealer,1275000,40852,2013,Innova,Maroon,Diesel,Manual,Ghaziabad,1,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1041,Dealer,280000,29000,2011,Etios,Beize,Petrol,Manual,Ghaziabad,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1042,Dealer,1280000,55000,2015,Innova,Black,Diesel,Manual,Ghaziabad,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1043,Dealer,280000,32200,2011,Etios,Beize,Petrol,Manual,Ghaziabad,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1044,Dealer,550000,47140,2011,Corolla Altis,Beize,Petrol,Manual,Ghaziabad,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1045,Dealer,2000000,41000,2013,Fortuner,Beize,Diesel,Automatic,Ghaziabad,2,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1046,Dealer,1025000,61526,2012,Innova,Gold,Diesel,Manual,Ghaziabad,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1047,Dealer,680000,131000,2010,Innova,Grey,Diesel,Manual,Ghaziabad,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1048,Dealer,1250000,61154,2014,Innova,Silver,Diesel,Manual,Ghaziabad,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1049,Dealer,9000000,121952,2013,Innova,White,Diesel,Manual,Ghaziabad,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1050,Dealer,680000,131091,2010,Innova,Grey,Diesel,Manual,Ghaziabad,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1051,Dealer,960000,83000,2014,Innova,Grey,Diesel,Manual,Ghaziabad,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1052,Dealer,350000,67000,2012,Etios,Maroon,Diesel,Manual,Ghaziabad,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1053,Dealer,325000,75000,2008,Corolla Altis,White,Petrol,Manual,Ghaziabad,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1054,Dealer,175000,105000,2007,Corolla,White,Petrol,Manual,Ghaziabad,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1055,Dealer,400000,30000,2014,Etios,White,Petrol,Manual,Ghaziabad,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1056,Individual,325000,33000,2012,Etios Liva,White,Petrol,Manual,Ghaziabad,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1061,Individual,815000,60000,2010,Innova,,Diesel,Manual,Ghaziabad,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1062,Individual,850000,65000,2010,Innova,Champagne Mica Metallic,Diesel,Manual,Ghaziabad,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1063,Individual,380000,84000,2012,Etios,Celestial Black,Diesel,Manual,Ghaziabad,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1064,Individual,425000,107000,2010,Corolla Altis,White Pearl Mica,Petrol,Manual,Ghaziabad,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1065,Individual,325000,114000,2013,Etios Liva,White,Diesel,Manual,Ghaziabad,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1066,Individual,1200000,90000,2009,Fortuner,,Diesel,Manual,Ghaziabad,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1067,Individual,1400000,100000,2012,Fortuner,Super White,Diesel,Manual,Ghaziabad,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1068,Individual,850000,120000,2009,Innova,Grey Mica Metallic,Diesel,Manual,Ghaziabad,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1069,Individual,750000,130000,2009,Innova,Light Blue Metallic,Diesel,Manual,Ghaziabad,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1070,Individual,470000,144000,2012,Corolla Altis,Blue Metallic,Petrol,Manual,Ghaziabad,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1071,Individual,750000,135000,2009,Innova,Light Blue Metallic,Diesel,Manual,Ghaziabad,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1072,Individual,448000,144000,2011,Corolla Altis,Blue Metallic,Petrol,Manual,Ghaziabad,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1073,Individual,1200000,130000,2010,Fortuner,Super White,Diesel,Manual,Ghaziabad,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1074,Dealer,925000,123966,2012,Innova,Silver,Diesel,Manual,Nashik,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1075,Dealer,1700000,30642,2016,Innova,Grey,Diesel,Manual,Nashik,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1076,Dealer,821000,108136,2010,Innova,Blue,Diesel,Manual,Nashik,1,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1077,Dealer,275000,67000,2005,Camry,Silver,Petrol,Manual,Nashik,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1078,Dealer,480000,64804,2012,Etios,Blue,Petrol,Manual,Nashik,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1079,Dealer,825000,172640,2010,Innova,Grey,Diesel,Manual,Nashik,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1080,Dealer,1600000,39722,2014,Innova,Blue,Diesel,Manual,Nashik,2,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1081,Dealer,2100000,96214,2014,Fortuner,Silver,Diesel,Automatic,Nashik,1,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1082,Dealer,2200000,59682,2015,Fortuner,White,Diesel,Manual,Nashik,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1083,Dealer,1400000,122968,2011,Fortuner,Black,Diesel,Manual,Nashik,1,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1084,Dealer,1900000,123184,2014,Fortuner,White,Diesel,Manual,Nashik,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1085,Dealer,1675000,109508,2012,Fortuner,White,Diesel,Automatic,Nashik,1,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1086,Dealer,775000,149429,2010,Innova,Silver,Diesel,Manual,Nashik,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1087,Dealer,250000,100000,2003,Qualis,White,Diesel,Manual,Nashik,3,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1088,Dealer,999001,168320,2012,Innova,Gold,Diesel,Manual,Nashik,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1089,Dealer,650000,195213,2009,Innova,Grey,Diesel,Manual,Nashik,2,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1090,Dealer,750000,197000,2009,Innova,Silver,Diesel,Manual,Nashik,3,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1091,Dealer,1950000,123254,2014,Fortuner,White,Diesel,Manual,Nashik,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1092,Dealer,2300000,123111,2015,Fortuner,White,Diesel,Manual,Nashik,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1093,Dealer,2200000,67143,2014,Fortuner,White,Diesel,Automatic,Nashik,1,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1094,Dealer,1600000,103328,2012,Fortuner,Grey,Diesel,Manual,Nashik,1,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1095,Dealer,1275000,125118,2011,Fortuner,White,Diesel,Manual,Nashik,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1096,Dealer,980000,244066,2012,Innova,Silver,Diesel,Manual,Nashik,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1097,Dealer,1200000,220000,2010,Fortuner,White,Diesel,Manual,Nashik,1,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1102,Individual,670000,55000,2014,Etios,,Diesel,Manual,Nashik,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1103,Individual,391000,67000,2011,Etios,,Petrol,Manual,Nashik,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1104,Individual,2300000,53000,2012,Fortuner,Super White,Diesel,Manual,Nashik,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1105,Individual,1255000,90100,2013,Innova,Silky Gold Mica Metallic,Diesel,Manual,Nashik,2,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1106,Individual,850000,121000,2011,Innova,Gray,Diesel,Manual,Nashik,3,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1107,Individual,555555,177000,2007,Innova,Silver,Petrol,Manual,Nashik,3,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1108,Individual,1100000,180000,2009,Fortuner,Super White,Diesel,Manual,Nashik,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1109,Dealer,350000,50551,2011,Etios,Gold,Petrol,Manual,Noida,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1110,Dealer,350000,69379,2011,Etios,Silver,Petrol,Manual,Noida,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1112,Dealer,765000,37000,2010,Innova,Silver,Diesel,Manual,Noida,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1114,Dealer,225000,72000,2007,Corolla,Bronze,Petrol,Manual,Noida,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1115,Dealer,250000,73000,2008,Corolla,White,Petrol,Manual,Noida,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1116,Dealer,1165000,39115,2013,Innova,Silver,Diesel,Manual,Noida,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1117,Dealer,225000,70000,2004,Camry,Gold,Petrol,Manual,Noida,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1118,Dealer,365000,51000,2011,Etios,Gold,Petrol,Manual,Noida,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1119,Dealer,445000,42000,2013,Etios,Silver,Petrol,Manual,Noida,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1120,Dealer,650000,57000,2012,Corolla Altis,Gold,Petrol,Manual,Noida,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1121,Dealer,375000,74000,2011,Etios,Red,Petrol,Manual,Noida,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1122,Individual,2000000,35000,2014,Fortuner,,Diesel,Automatic,Noida,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1123,Individual,1370000,73000,2012,Fortuner,,Diesel,Manual,Noida,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1124,Individual,1850000,105000,2014,Fortuner,Super White,Diesel,Manual,Noida,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1125,Individual,1600000,142000,2013,Fortuner,White,Diesel,Manual,Noida,1,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1126,Individual,300000,46500,2013,Etios Liva,Symphony Silver,Petrol,Manual,Noida,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1127,Individual,570000,39000,2011,Corolla Altis,Silver Mica Metallic,Petrol,Manual,Noida,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1128,Individual,400000,60000,2009,Corolla Altis,Champagne Mica Metallic,Petrol,Manual,Noida,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1129,Individual,450000,50000,2014,Etios,Classic Grey,Petrol,Manual,Noida,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1130,Individual,1275000,29000,2016,Innova,Silver Mica Metallic,Diesel,Manual,Noida,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1131,Individual,2000000,59000,2014,Fortuner,Silver Metallic,Diesel,Automatic,Noida,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1132,Individual,300000,106000,2011,Etios,Serene Bluish Silver,Petrol,Manual,Noida,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1135,Individual,800000,100000,2011,Innova,Grey,Diesel,Manual,Noida,1,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
