,Seller,PriceNumeric,KmNumeric,MakeYear,RootName,Color,Fuel,GearBox,CityName,OwnerTypeId,BodyStyleId,enc_seller,enc_gearBox,enc_fuel,enc_color_silver,enc_color_white,enc_color_grey,enc_color_gold,enc_color_black,enc_color_blue,enc_color_other,enc_city_new_delhi,enc_city_mumbai,enc_city_bangalore,enc_city_hyderabad,enc_city_chennai,enc_city_thane,enc_city_other,enc_name_innova,enc_name_fortuner,enc_name_corolla_altis,enc_name_etios
3138,Dealer,1350000,1400,2015,Corolla Altis,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3139,Dealer,425000,53000,2012,Etios,White,Diesel,Manual,New Delhi,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3140,Dealer,250000,50000,2011,Etios,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3141,Dealer,475000,70000,2008,Corolla Altis,White,Petrol,Automatic,New Delhi,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3145,Dealer,290000,65000,2011,Etios,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3146,Dealer,135000,70000,2004,Corolla,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3147,Dealer,2500000,20000,2015,Fortuner,White,Diesel,Automatic,New Delhi,2,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3148,Dealer,265000,74000,2011,Etios,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3149,Dealer,625000,63000,2011,Corolla Altis,White,Petrol,Manual,New Delhi,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3150,Dealer,350000,70000,2012,Etios Liva,White,Diesel,Manual,New Delhi,1,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3151,Dealer,425000,75000,2008,Corolla Altis,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3152,Dealer,2050000,41000,2014,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3153,Dealer,2100000,38000,2013,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3156,Dealer,2100000,68000,2014,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3157,Dealer,325000,43000,2011,Etios Liva,White,Petrol,Manual,New Delhi,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3158,Dealer,345000,62530,2008,Corolla Altis,White,Petrol,Manual,New Delhi,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3159,Dealer,2100000,23000,2014,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3160,Dealer,2250000,31000,2015,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3161,Dealer,2150000,42000,2015,Fortuner,White,Diesel,Manual,New Delhi,2,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3162,Dealer,1141000,85203,2010,Fortuner,White,Diesel,Manual,New Delhi,2,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3163,Dealer,1999000,51000,2014,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3164,Dealer,1925000,73000,2014,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3165,Dealer,2050000,64000,2014,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3172,Dealer,1125000,135000,2010,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3173,Dealer,3275000,15000,2017,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3174,Dealer,4400000,154000,2012,Prado,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3175,Dealer,295001,32624,2012,Etios,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3176,Dealer,390000,42040,2012,Etios,White,Diesel,Manual,New Delhi,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3177,Dealer,390000,52000,2012,Etios,White,Diesel,Manual,New Delhi,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3178,Dealer,1275000,11000,2014,Corolla Altis,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3179,Dealer,325000,58000,2009,Corolla Altis,White,Petrol,Manual,New Delhi,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3180,Dealer,560000,48000,2010,Corolla Altis,White,Diesel,Manual,New Delhi,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3181,Dealer,2250000,16782,2016,Innova,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3182,Dealer,1975000,12238,2013,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3183,Dealer,2400000,35000,2015,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3184,Dealer,2399000,9000,2015,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3185,Dealer,2250000,12000,2016,Innova,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3186,Dealer,1975000,35000,2014,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3187,Dealer,1150000,81510,2011,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3188,Dealer,1350000,56000,2010,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3189,Dealer,2000000,36000,2013,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3193,Dealer,748000,82000,2012,Innova,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3194,Dealer,1675000,68000,2013,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3195,Dealer,1750000,60000,2012,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3196,Dealer,1635000,85000,2012,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3197,Dealer,1750000,70000,2014,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3198,Dealer,1875000,75000,2014,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3199,Dealer,280000,60000,2009,Corolla Altis,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3200,Dealer,1500000,106529,2012,Fortuner,White,Diesel,Automatic,New Delhi,2,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3201,Dealer,425000,65000,2008,Camry,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3202,Dealer,1399999,128952,2011,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3203,Dealer,1150000,153772,2010,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3204,Dealer,2274999,25000,2015,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3205,Dealer,1825000,60000,2013,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3206,Dealer,1035000,7900,2013,Corolla Altis,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3207,Dealer,410000,45000,2012,Etios,White,Diesel,Manual,New Delhi,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3208,Dealer,1475000,14000,2014,Corolla Altis,White,Petrol,Automatic,New Delhi,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3209,Dealer,1275000,26502,2014,Corolla Altis,White,Diesel,Manual,New Delhi,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3210,Dealer,1250000,40000,2014,Innova,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3211,Dealer,2145000,20000,2013,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3212,Dealer,2350000,28000,2015,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3213,Dealer,1250000,60000,2011,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3218,Dealer,840000,72149,2012,Innova,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3219,Dealer,2350000,30000,2015,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3220,Dealer,1175000,76000,2011,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3221,Dealer,1550000,62000,2012,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3222,Dealer,2400000,35000,2015,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3223,Dealer,1750000,60326,2013,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3224,Dealer,1375000,1300,2015,Corolla Altis,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3226,Dealer,2250000,65000,2014,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3227,Dealer,290000,45000,2011,Etios,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3228,Dealer,1975000,12000,2013,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3229,Dealer,275000,57000,2007,Corolla,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3230,Dealer,935000,65000,2013,Innova,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3231,Dealer,2500000,25000,2015,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3232,Dealer,1975000,38000,2014,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3233,Dealer,299000,79000,2008,Corolla,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3234,Dealer,2000000,31000,2013,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3235,Dealer,1478000,71500,2012,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3236,Dealer,2099000,35000,2014,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3237,Dealer,1575000,54300,2012,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3242,Dealer,1350000,40000,2011,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3243,Dealer,1750000,70000,2013,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3244,Dealer,1125000,75000,2011,Fortuner,Black,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3245,Dealer,1135000,82000,2011,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3246,Dealer,1890000,51000,2013,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3247,Dealer,1750000,60000,2013,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3249,Dealer,1561000,72000,2012,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3250,Dealer,1529000,75000,2012,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3251,Dealer,2200000,38000,2014,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3252,Dealer,1495000,74500,2012,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3253,Dealer,1375000,30000,2014,Corolla Altis,White,Petrol,Automatic,New Delhi,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3254,Dealer,210000,70000,2007,Corolla,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3255,Dealer,2650000,40000,2016,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3256,Dealer,1511000,75000,2012,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3257,Dealer,2400000,31000,2015,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3258,Dealer,1050000,94000,2010,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3259,Dealer,2000000,65000,2014,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3260,Dealer,13999999,0,2017,Alphard,White,Petrol,Automatic,New Delhi,6,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3261,Dealer,1035000,22000,2015,Corolla Altis,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3264,Dealer,1600000,8000,2015,Innova,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3265,Dealer,1020000,24500,2015,Corolla Altis,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3266,Dealer,150000,53000,2003,Corolla,White,Petrol,Automatic,New Delhi,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3267,Dealer,1840000,26000,2014,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3268,Dealer,1525000,46000,2012,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3269,Dealer,1625000,65000,2013,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3270,Dealer,2174000,48000,2015,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3271,Dealer,2125000,56500,2015,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3272,Dealer,1970000,61000,2014,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3273,Dealer,1099000,80000,2011,Fortuner,White,Diesel,Manual,New Delhi,1,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3274,Dealer,1050000,95000,2010,Fortuner,White,Diesel,Manual,New Delhi,2,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3275,Individual,750000,131000,2003,Prado,White Beige,Diesel,Automatic,New Delhi,2,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
3276,Individual,395000,69000,2010,Corolla Altis,White,Petrol,Manual,New Delhi,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3277,Individual,2000000,38000,2012,Fortuner,Super White,Diesel,Automatic,New Delhi,1,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3278,Individual,350000,102560,2014,Etios Liva,White,Diesel,Manual,New Delhi,1,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3279,Individual,1751000,86000,2013,Fortuner,Super White,Diesel,Manual,New Delhi,2,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3282,Individual,350000,175000,2012,Etios,White,Diesel,Manual,New Delhi,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3283,Dealer,175000,80000,2005,Corolla,White,Petrol,Manual,New Delhi,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3284,Dealer,163500,76000,2004,Corolla,White,Petrol,Manual,New Delhi,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3285,Dealer,167000,76000,2004,Corolla,White,Petrol,Manual,New Delhi,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3289,Dealer,165000,76000,2004,Corolla,White,Petrol,Manual,New Delhi,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3292,Dealer,150000,40000,2005,Corolla,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3293,Dealer,450000,60000,2009,Corolla Altis,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3294,Dealer,240000,67000,2006,Corolla,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3296,Individual,315000,45000,2011,Etios,White,Petrol,Manual,New Delhi,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3297,Individual,295000,60800,2012,Etios,White,Petrol,Manual,New Delhi,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3298,Individual,375000,85000,2007,Camry,Super White Ii,Petrol,Manual,New Delhi,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
3299,Individual,510000,80000,2010,Corolla Altis,Pearl White,Petrol,Manual,New Delhi,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3300,Individual,1900000,38000,2013,Fortuner,Super White,Diesel,Automatic,New Delhi,1,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3301,Individual,1350000,65000,2011,Fortuner,Super White,Diesel,Manual,New Delhi,1,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3302,Individual,2300000,40000,2014,Fortuner,White,Diesel,Manual,New Delhi,1,6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3303,Individual,500000,91754,2013,Etios Liva,White,Diesel,Manual,New Delhi,1,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3304,Individual,1300000,65000,2011,Fortuner,Super White,Diesel,Manual,New Delhi,1,6,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3305,Individual,1900000,60000,2014,Fortuner,White,Diesel,Automatic,New Delhi,1,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3306,Individual,155000,120000,2008,Corona,White,Petrol,Manual,New Delhi,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3307,Individual,1500000,86000,2012,Fortuner,White,Diesel,Automatic,New Delhi,1,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3311,Dealer,2100000,1000,2017,Innova,White,Petrol,Automatic,New Delhi,1,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3312,Dealer,2525000,17500,2015,Fortuner,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3313,Dealer,550000,59000,2014,Etios,Orange,Diesel,Manual,New Delhi,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
3317,Dealer,460000,58156,2011,Corolla Altis,Blue,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3318,Dealer,460000,58156,2011,Corolla Altis,Blue,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3320,Dealer,1521000,72100,2012,Fortuner,Gold,Diesel,Manual,New Delhi,1,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3321,Dealer,350000,51275,2011,Etios,White,Petrol,Manual,New Delhi,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3324,Dealer,310000,60000,2012,Etios Liva,Silver,Diesel,Manual,New Delhi,1,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3325,Dealer,225000,60000,2004,Camry,Gold,Petrol,Manual,New Delhi,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3327,Dealer,490000,72000,2009,Innova,Gold,Diesel,Manual,New Delhi,2,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3328,Dealer,550000,72000,2009,Innova,Gold,Diesel,Manual,New Delhi,2,6,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3329,Dealer,4450000,120000,2012,Prado,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3330,Dealer,5500000,135000,2010,Land Cruiser,White,Diesel,Automatic,New Delhi,1,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3331,Dealer,745000,38000,2012,Corolla Altis,Silver,Diesel,Manual,New Delhi,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3332,Dealer,650000,48000,2011,Corolla Altis,Silver,Petrol,Manual,New Delhi,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3339,Individual,350000,28000,2014,Etios Liva,,Petrol,Manual,New Delhi,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
3340,Individual,1100000,18000,2016,Corolla Altis,Super White Ii,Petrol,Automatic,New Delhi,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3341,Individual,1295000,14500,2015,Innova,Grey,Diesel,Manual,New Delhi,1,6,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3342,Individual,500000,60000,2010,Corolla Altis,,Petrol,Manual,New Delhi,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3343,Individual,635000,64600,2009,Camry,,Petrol,Manual,New Delhi,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
3344,Individual,2500000,17000,2015,Fortuner,,Diesel,Automatic,New Delhi,1,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3345,Individual,400000,80000,2006,Camry,Silver Metallic,Petrol,Automatic,New Delhi,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
