,ProfileId,Seller,PriceNumeric,KmNumeric,MakeYear,RootName,Color,Fuel,GearBox,CityName,OwnerTypeId,BodyStyleId
807,D1446640,Dealer,280000,28630,2011,Etios,Beize,Petrol,Manual,Gurgaon,1,1
808,D1446645,Dealer,280000,32200,2011,Etios,Beize,Petrol,Manual,Gurgaon,1,1
809,D1488578,Dealer,1325000,9817,2014,Corolla Altis,Silver,Diesel,Manual,Gurgaon,1,1
810,D1480132,Dealer,550000,47140,2011,Corolla Altis,Beize,Petrol,Manual,Gurgaon,4,1
811,D1446644,Dealer,424500,62500,2012,Etios,Beize,Petrol,Manual,Gurgaon,1,1
812,D1310049,Dealer,390000,74175,2008,Camry,Beige,Petrol,Manual,Gurgaon,1,1
813,D1479915,Dealer,475000,109748,2011,Corolla Altis,Gold,Petrol,Manual,Gurgaon,1,1
814,D1460563,Dealer,295000,46872,2011,Etios,Blue,Petrol,Manual,Gurgaon,1,1
815,D1469572,Dealer,1450000,10025,2015,Corolla Altis,Silver,Petrol,Manual,Gurgaon,1,1
816,D1480303,Dealer,285000,73793,2011,Etios,Black,Petrol,Manual,Gurgaon,2,1
817,D1488364,Dealer,450000,79000,2010,Corolla Altis,Blue,Petrol,Automatic,Gurgaon,2,1
818,D1455759,Dealer,335001,85884,2008,Corolla Altis,Blue,Petrol,Manual,Gurgaon,1,1
819,D1469629,Dealer,1775000,52209,2007,Prado,Silver,Petrol,Automatic,Gurgaon,1,6
820,D1476180,Dealer,1950000,78000,2014,Camry,White,Petrol,Automatic,Gurgaon,1,1
821,D1454671,Dealer,240000,79002,2008,Corolla,Gold,Petrol,Manual,Gurgaon,1,1
822,D1474250,Dealer,699000,81017,2012,Corolla Altis,Gold,Diesel,Manual,Gurgaon,1,1
823,D1448505,Dealer,725000,125000,2011,Innova,Silver,Diesel,Manual,Gurgaon,1,6
824,D1485661,Dealer,845000,87511,2013,Innova,Grey,Diesel,Manual,Gurgaon,1,6
825,D1471604,Dealer,1225000,93257,2010,Fortuner,White,Diesel,Manual,Gurgaon,1,6
826,D1456562,Dealer,135000,96536,2007,Corolla,Gold,Petrol,Manual,Gurgaon,3,1
830,D1460483,Dealer,728000,65408,2011,Innova,Silver,Diesel,Manual,Gurgaon,1,6
831,D1463138,Dealer,950000,67005,2013,Innova,Grey,Diesel,Manual,Gurgaon,1,6
832,S960713,Individual,850000,79000,2010,Innova,Golden Color,Diesel,Manual,Gurgaon,2,6
833,S960210,Individual,280000,75000,2011,Etios,Black,Petrol,Manual,Gurgaon,3,1
834,S975822,Individual,375000,82000,2009,Corolla Altis,Gray,Petrol,Manual,Gurgaon,1,1
835,S995165,Individual,825000,130201,2012,Innova,Silky Gold Mica Metallic,Diesel,Manual,Gurgaon,1,6
836,S977477,Individual,1000000,124500,2009,Fortuner,Black,Diesel,Manual,Gurgaon,2,6
837,S981486,Individual,1600000,120000,2012,Fortuner,White,Diesel,Manual,Gurgaon,1,6
838,S975863,Individual,600000,220000,2009,Innova,Light Blue,Diesel,Manual,Gurgaon,1,6
839,D1488841,Dealer,1450000,76000,2012,Fortuner,Black,Diesel,Automatic,Gurgaon,1,6
840,D1477236,Dealer,325000,67000,2008,Corolla Altis,Silver,Petrol,Manual,Gurgaon,1,1
841,D1486426,Dealer,1185800,23520,2014,Innova,Grey,Diesel,Manual,Gurgaon,1,6
842,S970357,Individual,375000,12000,2013,Etios Liva,,Petrol,Manual,Gurgaon,1,3
843,S995138,Individual,280000,50000,2011,Etios,White,Petrol,Manual,Gurgaon,1,1
844,S965882,Individual,500000,36000,2010,Corolla Altis,Blue,Petrol,Manual,Gurgaon,1,1
845,S998291,Individual,979622,28000,2014,Innova,Grey Mica Metallic,Diesel,Manual,Gurgaon,2,6
846,S991914,Individual,295000,59500,2011,Etios,Symphony Silver,Petrol,Manual,Gurgaon,1,1
847,S969816,Individual,525000,50650,2009,Corolla Altis,,Petrol,Manual,Gurgaon,1,1
848,S983693,Individual,349000,62000,2009,Corolla Altis,Champagne Mica Metallic,Petrol,Manual,Gurgaon,1,1
849,S992908,Individual,260000,59500,2011,Etios,Symphony Silver,Petrol,Manual,Gurgaon,1,1
850,S977258,Individual,169000,69000,2005,Camry,Black,Petrol,Manual,Gurgaon,8,1
854,S985962,Individual,275000,65000,2011,Etios,Symphony Silver,Petrol,Manual,Gurgaon,1,1
855,S986385,Individual,350000,63000,2009,Corolla Altis,Champagne Mica Metallic,Petrol,Manual,Gurgaon,1,1
856,S980671,Individual,290000,79000,2008,Corolla Altis,Blue,Petrol,Manual,Gurgaon,2,1
857,S993169,Individual,1275000,47750,2015,Innova,Grey Mica Metallic,Diesel,Manual,Gurgaon,1,6
858,S998250,Individual,675000,77000,2011,Innova,Champagne Mica Metallic,Diesel,Manual,Gurgaon,1,6
859,S965826,Individual,350000,90000,2012,Etios,,Petrol,Manual,Gurgaon,1,1
860,S973442,Individual,700000,78000,2010,Innova,Golden,Diesel,Manual,Gurgaon,1,6
861,S993661,Individual,650000,100000,2009,Innova,Grey Mica Metallic,Diesel,Manual,Gurgaon,1,6
862,S993559,Individual,600000,104000,2009,Innova,Grey Mica Metallic,Diesel,Manual,Gurgaon,3,6
863,S990749,Individual,750000,103000,2009,Innova,Grey Mica Metallic,Diesel,Manual,Gurgaon,3,6
864,S992033,Individual,380000,116000,2010,Corolla Altis,Champagne Mica Metallic,Petrol,Manual,Gurgaon,2,1
865,S978291,Individual,350000,120000,2005,Innova,Silver Metallic,Petrol,Manual,Gurgaon,1,6
866,S982679,Individual,1850000,78000,2013,Fortuner,White Pearl,Diesel,Automatic,Gurgaon,2,6
867,S986965,Individual,500000,122000,2010,Innova,Grey Mica Metallic,Diesel,Manual,Gurgaon,2,6
868,S986373,Individual,322000,125000,2012,Etios,Serene Bluish Silver,Diesel,Manual,Gurgaon,1,1
869,S967411,Individual,700000,125000,2010,Innova,Grey,Diesel,Manual,Gurgaon,1,6
870,S988086,Individual,1750000,85000,2013,Fortuner,White Pearl,Diesel,Automatic,Gurgaon,1,6
871,S992390,Individual,300000,150000,2012,Etios Liva,Ultramarine Blue,Diesel,Manual,Gurgaon,1,3
872,S995325,Individual,1112000,147000,2011,Fortuner,Silver Mica Metallic,Diesel,Manual,Gurgaon,1,6
873,S995378,Individual,600000,170000,2012,Innova,Silver Mica,Diesel,Manual,Gurgaon,1,6
874,S989289,Individual,1500000,148500,2012,Fortuner,Super White,Diesel,Manual,Gurgaon,1,6
875,D1476111,Dealer,2750000,36000,2015,Fortuner,Grey,Diesel,Manual,Coimbatore,1,6
877,D1479410,Dealer,1490000,144000,2011,Fortuner,Blue,Diesel,Manual,Coimbatore,1,6
878,D1471411,Dealer,1690000,147000,2012,Fortuner,White,Diesel,Manual,Coimbatore,1,6
879,D1471026,Dealer,950000,188000,2008,Innova,Red,Diesel,Manual,Coimbatore,2,6
880,D1471389,Dealer,1550000,115000,2010,Fortuner,Grey,Diesel,Manual,Coimbatore,1,6
881,D1487114,Dealer,580000,52269,2010,Corolla Altis,Silver,Petrol,Manual,Coimbatore,2,1
882,D1483857,Dealer,400000,95000,2008,Corolla Altis,Silver,Petrol,Manual,Coimbatore,2,1
883,D1486894,Dealer,610000,94000,2012,Etios,Silver,Diesel,Manual,Coimbatore,1,1
884,D1486862,Dealer,1250000,122000,2014,Innova,Silver,Petrol,Manual,Coimbatore,1,6
885,D1471932,Dealer,1350000,122000,2014,Innova,Silver,Petrol,Manual,Coimbatore,1,6
886,D1475697,Dealer,1000000,160000,2012,Innova,White,Diesel,Manual,Coimbatore,1,6
887,D1469814,Dealer,520000,53000,2015,Etios Liva,Silver,Petrol,Manual,Coimbatore,1,3
888,D1462741,Dealer,1365000,60000,2012,Innova,Silver,Diesel,Manual,Coimbatore,1,6
889,D1460847,Dealer,1600000,50000,2015,Innova,Grey,Diesel,Manual,Coimbatore,1,6
890,D1459436,Dealer,1100000,160000,2010,Innova,Silver,Diesel,Manual,Coimbatore,1,6
891,D1447624,Dealer,575000,200000,2010,Corolla Altis,White,Diesel,Manual,Coimbatore,1,1
892,D1460860,Dealer,875000,300000,2010,Innova,Maroon,Diesel,Manual,Coimbatore,1,6
893,D1486515,Dealer,1250000,40000,2011,Innova,Gold,Diesel,Manual,Coimbatore,1,6
894,D1481910,Dealer,726000,225000,2006,Innova,Maroon,Diesel,Manual,Coimbatore,1,6
895,D1386175,Dealer,410000,90000,2008,Corolla Altis,Silver,Petrol,Manual,Coimbatore,2,1
896,D1486874,Dealer,1075000,175000,2010,Innova,Gold,Diesel,Manual,Coimbatore,2,6
897,D1441651,Dealer,2100000,8000,2017,Innova,Grey,Petrol,Manual,Coimbatore,1,6
898,D1441182,Dealer,2100000,15000,2016,Innova,Blue,Diesel,Manual,Coimbatore,1,6
902,D1481474,Dealer,1800000,18000,2015,Innova,Silver,Diesel,Manual,Coimbatore,1,6
903,D1480474,Dealer,1725000,40000,2015,Innova,Silver,Diesel,Manual,Coimbatore,1,6
904,D1441049,Dealer,1725000,40001,2015,Innova,Silver,Diesel,Manual,Coimbatore,1,6
905,D1442007,Dealer,1725000,40000,2015,Innova,Silver,Petrol,Manual,Coimbatore,1,6
906,D1486875,Dealer,1200000,115000,2011,Innova,Silver,Diesel,Manual,Coimbatore,2,6
907,D1441046,Dealer,1750000,65000,2014,Innova,White,Diesel,Manual,Coimbatore,1,6
908,D1486881,Dealer,1250000,164000,2011,Innova,Silver,Diesel,Manual,Coimbatore,1,6
909,D1486876,Dealer,870000,200000,2010,Innova,Gold,Diesel,Manual,Coimbatore,2,6
910,D1441736,Dealer,2200000,85000,2015,Fortuner,White,Diesel,Automatic,Coimbatore,1,6
911,D1481460,Dealer,2250000,70000,2016,Innova,Silver,Diesel,Manual,Coimbatore,1,6
912,D1486878,Dealer,700000,215000,2007,Innova,Black,Diesel,Manual,Coimbatore,2,6
913,S970084,Individual,380000,56000,2011,Etios,B Silver,Petrol,Manual,Coimbatore,2,1
914,S976626,Individual,1560000,92000,2015,Innova,Silky Gold Mica Metallic,Diesel,Manual,Coimbatore,2,6
915,S973397,Individual,1300000,130000,2011,Innova,Gm Metallic,Diesel,Manual,Coimbatore,1,6
916,D1463206,Dealer,775000,160000,2011,Corolla Altis,White,Petrol,Manual,Coimbatore,1,1
917,D1474536,Dealer,780000,180000,2007,Innova,Green,Diesel,Manual,Coimbatore,1,6
918,D1480687,Dealer,1400000,125000,2012,Innova,Silver,Diesel,Manual,Coimbatore,1,6
919,D1480537,Dealer,1650000,110000,2014,Fortuner,Grey,Diesel,Manual,Coimbatore,1,6
920,D1463548,Dealer,2750000,36000,2015,Fortuner,Grey,Diesel,Manual,Coimbatore,1,6
921,D1474514,Dealer,350000,118000,2005,Corolla,White,Petrol,Manual,Coimbatore,2,1
922,D1474492,Dealer,1525000,60000,2015,Innova,Silver,Diesel,Manual,Coimbatore,2,6
927,D1480695,Dealer,1850000,43000,2015,Innova,Silver,Diesel,Manual,Coimbatore,1,6
928,D1463216,Dealer,500000,52000,2012,Etios Liva,Beize,Diesel,Manual,Coimbatore,2,3
929,D1411354,Dealer,700000,300000,2007,Innova,Silver,Petrol,Manual,Coimbatore,1,6
930,S990030,Individual,1550000,25000,2015,Innova,Silky Gold Mica Metallic,Diesel,Manual,Coimbatore,2,6
931,S982401,Individual,1700000,25000,2016,Innova,Avant Garde Bronze,Diesel,Automatic,Coimbatore,1,6
932,S993337,Individual,1875000,57000,2016,Innova,Silver,Diesel,Manual,Coimbatore,1,6
933,S982145,Individual,1950000,50000,2016,Innova,Silver,Diesel,Automatic,Coimbatore,1,6
934,S989911,Individual,1100000,87000,2012,Corolla Altis,Super White Ll,Diesel,Manual,Coimbatore,1,1
935,S961344,Individual,229000,138000,2003,Corona,,Petrol,Manual,Coimbatore,3,1
936,S976309,Individual,500000,155000,2007,Innova,White,Petrol,Manual,Coimbatore,2,6
937,S974517,Individual,750000,156000,2009,Innova,White,Petrol,Manual,Coimbatore,3,6
938,S998423,Individual,1900000,125000,2013,Fortuner,Super White,Diesel,Automatic,Coimbatore,1,6
939,S975079,Individual,815000,168490,2008,Innova,Cm.metalic,Diesel,Manual,Coimbatore,2,6
940,S961737,Individual,800000,187000,2007,Innova,,Diesel,Manual,Coimbatore,1,6
941,S969087,Individual,790000,188000,2007,Innova,,Diesel,Manual,Coimbatore,1,6
942,S989979,Individual,875000,200000,2009,Innova,Champagne Mica Metallic,Diesel,Manual,Coimbatore,2,6
943,S986235,Individual,550000,230000,2005,Innova,Silver Mica,Diesel,Manual,Coimbatore,2,6
944,S975892,Individual,300000,432000,2002,Qualis,White,Petrol,Manual,Coimbatore,3,6
945,S990063,Individual,800000,260000,2008,Innova,Champagne Mica Metallic,Diesel,Manual,Coimbatore,1,6
946,D1486042,Dealer,535000,68923,2013,Etios,Red,Diesel,Manual,Indore,1,1
947,D1472173,Dealer,421000,40000,2012,Etios,White,Petrol,Manual,Indore,1,1
948,D1478032,Dealer,1295000,49000,2015,Innova,Silver,Petrol,Manual,Indore,1,6
951,D1473216,Dealer,611000,78816,2006,Innova,Gold,Petrol,Manual,Indore,2,6
952,D1481930,Dealer,1125000,88000,2013,Innova,White,Diesel,Manual,Indore,1,6
953,D1478065,Dealer,1190000,75000,2014,Innova,Silver,Diesel,Manual,Indore,1,6
954,D1485556,Dealer,910000,65000,2012,Innova,Grey,Diesel,Manual,Indore,1,6
955,D1485161,Dealer,1249000,95000,2010,Fortuner,White,Diesel,Manual,Indore,1,6
956,D1467130,Dealer,365000,31212,2011,Etios,Silver,Petrol,Manual,Indore,2,1
957,D1485535,Dealer,185000,67668,2004,Corolla,White,Petrol,Automatic,Indore,2,1
958,D1483556,Dealer,735000,52000,2010,Innova,Gold,Petrol,Manual,Indore,1,6
959,D1469060,Dealer,975000,57000,2013,Innova,Grey,Diesel,Manual,Indore,1,6
960,D1469062,Dealer,1040000,75000,2013,Innova,Grey,Diesel,Manual,Indore,1,6
961,D1469055,Dealer,1836000,65000,2014,Fortuner,White,Diesel,Manual,Indore,1,6
962,D1469089,Dealer,1050000,35000,2014,Corolla Altis,Blue,Petrol,Manual,Indore,1,1
963,D1481359,Dealer,225000,29000,2000,Qualis,Maroon,Diesel,Manual,Indore,1,6
964,D1485547,Dealer,1250000,64325,2010,Fortuner,White,Diesel,Manual,Indore,2,6
965,D1485545,Dealer,2100000,82806,2013,Fortuner,White,Diesel,Manual,Indore,1,6
966,D1459584,Dealer,350000,32000,2011,Etios,Silver,Petrol,Manual,Indore,1,1
967,D1459593,Dealer,200000,65000,2004,Corolla,White,Petrol,Automatic,Indore,1,1
968,D1485562,Dealer,550000,66025,2007,Innova,Gold,Diesel,Manual,Indore,2,6
969,D1455956,Dealer,1075000,50000,2012,Innova,Silver,Diesel,Manual,Indore,1,6
972,D1486022,Dealer,1800000,50000,2013,Fortuner,White,Diesel,Manual,Indore,2,6
973,D1486092,Dealer,1275000,46400,2014,Innova,White,Diesel,Manual,Indore,1,6
974,D1487044,Dealer,2100000,30000,2015,Fortuner,White,Diesel,Manual,Indore,1,6
975,D1487049,Dealer,375000,80000,2010,Corolla Altis,White,Petrol,Manual,Indore,1,1
976,D1481343,Dealer,350000,140000,2003,Qualis,Green,Petrol,Manual,Indore,1,6
977,S978010,Individual,1500000,93000,2012,Fortuner,Super White,Diesel,Manual,Indore,1,6
978,S969183,Individual,510000,60000,2017,Innova,,Diesel,Manual,Indore,1,6
979,S975277,Individual,1300000,77000,2015,Innova,Grey Mica Metallic,Diesel,Manual,Indore,2,6
980,D1467131,Dealer,950000,30000,2013,Innova,Silver,Petrol,Manual,Indore,1,6
981,D1347421,Dealer,460000,52000,2006,Innova,Black,Diesel,Manual,Indore,2,6
982,D1477304,Dealer,760000,90000,2009,Innova,Silver,Diesel,Manual,Indore,1,6
983,D1486035,Dealer,1800000,40000,2013,Fortuner,White,Diesel,Automatic,Indore,2,6
984,D1486021,Dealer,1175000,50000,2014,Innova,White,Diesel,Manual,Indore,2,6
985,S996735,Individual,500000,39489,2010,Corolla Altis,White Pearl Mica,Petrol,Manual,Indore,1,1
986,S977811,Individual,400000,63000,2011,Etios,Vermilion Red,Petrol,Manual,Indore,1,1
987,S965867,Individual,550000,62000,2014,Etios,,Diesel,Manual,Indore,1,3
988,S992964,Individual,1599000,69000,2012,Fortuner,Super White,Diesel,Automatic,Indore,2,6
989,S973939,Individual,1400000,78000,2015,Innova,,Diesel,Manual,Indore,2,6
990,S965561,Individual,1400000,78000,2015,Innova,,Diesel,Manual,Indore,2,6
991,S999044,Individual,610000,105000,2011,Innova,Silver Mica Metallic,Diesel,Manual,Indore,1,6
992,S988925,Individual,35000,138000,2013,Etios Liva,White,Petrol,Manual,Indore,1,3
993,S988931,Individual,350000,138000,2013,Etios Liva,White,Petrol,Manual,Indore,1,3
994,D1473682,Dealer,475000,64000,2006,Innova,Beize,Diesel,Manual,Navi Mumbai,1,6
995,D1476091,Dealer,851000,53155,2013,Corolla Altis,Gold,Diesel,Manual,Navi Mumbai,1,1
996,D1443761,Dealer,361000,62839,2011,Etios Liva,Silver,Diesel,Manual,Navi Mumbai,1,3
997,D1474618,Dealer,975000,100000,2013,Innova,Grey,Diesel,Manual,Navi Mumbai,1,6
998,D1473699,Dealer,1350000,101000,2011,Fortuner,Black,Diesel,Manual,Navi Mumbai,1,6
999,D1486553,Dealer,1350000,54031,2014,Innova,Grey,Diesel,Manual,Navi Mumbai,1,6
1000,D1474621,Dealer,675000,53000,2011,Corolla Altis,Gold,Diesel,Manual,Navi Mumbai,1,1
1001,D1471064,Dealer,750000,68236,2012,Corolla Altis,White,Diesel,Manual,Navi Mumbai,1,1
1002,D1488675,Dealer,799000,98575,2010,Innova,Silver,Diesel,Manual,Navi Mumbai,1,6
1003,D1465471,Dealer,190000,75000,2005,Corolla,Gold,Petrol,Manual,Navi Mumbai,2,1
1004,D1483926,Dealer,325000,72000,2011,Etios,Black,Petrol,Manual,Navi Mumbai,1,1
1005,D1472400,Dealer,1200000,77000,2005,Prado,Silver,Petrol,Automatic,Navi Mumbai,2,6
1006,D1472358,Dealer,1050000,100204,2012,Innova,Grey,Diesel,Manual,Navi Mumbai,1,6
1007,D1467884,Dealer,350000,34000,2011,Etios,Gold,Petrol,Manual,Navi Mumbai,1,1
1008,D1466642,Dealer,565000,54000,2010,Corolla Altis,White,Diesel,Manual,Navi Mumbai,1,1
1009,D1482362,Dealer,385000,57000,2010,Corolla Altis,Beige,Petrol,Manual,Navi Mumbai,1,1
1010,D1483784,Dealer,845000,112000,2011,Innova,White,Diesel,Manual,Navi Mumbai,1,6
1011,D1472231,Dealer,1125000,124000,2010,Fortuner,Black,Diesel,Manual,Navi Mumbai,1,6
1012,D1482485,Dealer,475000,167000,2008,Innova,Beige,Diesel,Manual,Navi Mumbai,2,6
1013,D1483901,Dealer,875000,130000,2011,Innova,Silver,Diesel,Manual,Navi Mumbai,1,6
1014,D1485526,Dealer,575000,184000,2008,Innova,Beize,Diesel,Manual,Navi Mumbai,1,6
1015,D1481372,Dealer,1150000,60000,2012,Innova,Grey,Diesel,Manual,Navi Mumbai,1,6
1016,D1473125,Dealer,375000,145000,2005,Innova,Silver,Petrol,Manual,Navi Mumbai,1,6
1017,S993529,Individual,310000,62323,2013,Etios Liva,Symphony Silver,Petrol,Manual,Navi Mumbai,2,3
1022,S963942,Individual,1300000,38000,2015,Innova,,Diesel,Manual,Navi Mumbai,1,6
1023,S974671,Individual,685000,115000,2010,Innova,Grey Mica Metallic,Diesel,Manual,Navi Mumbai,1,6
1024,S966040,Individual,2050000,73341,2013,Fortuner,Black,Diesel,Automatic,Navi Mumbai,1,6
1025,S970904,Individual,1100000,98000,2012,Innova,Golden Beige,Diesel,Manual,Navi Mumbai,1,6
1026,S975167,Individual,1900000,92000,2014,Fortuner,Super White,Diesel,Automatic,Navi Mumbai,1,6
1027,D1466558,Dealer,2695000,23188,2015,Fortuner,White,Diesel,Automatic,Navi Mumbai,1,6
1028,S959641,Individual,1050000,20000,2013,Innova,,Diesel,Manual,Navi Mumbai,1,6
1029,S992875,Individual,275000,54000,2012,Etios,Celestial Black,Petrol,Manual,Navi Mumbai,2,1
1030,S985177,Individual,150000,86000,2004,Corolla,White,Petrol,Automatic,Navi Mumbai,2,2
1031,S994789,Individual,1200000,138554,2011,Fortuner,Super White,Diesel,Manual,Navi Mumbai,1,6
1032,S963538,Individual,675000,150000,2010,Innova,,Diesel,Manual,Navi Mumbai,1,6
1033,D1459499,Dealer,350000,50551,2011,Etios,Gold,Petrol,Manual,Ghaziabad,1,1
1034,D1466910,Dealer,525000,31489,2014,Etios Liva,Silver,Diesel,Manual,Ghaziabad,1,3
1037,D1487890,Dealer,350000,69379,2011,Etios,Silver,Petrol,Manual,Ghaziabad,1,1
1038,D1480822,Dealer,395000,68750,2012,Etios,Silver,Petrol,Manual,Ghaziabad,1,1
1039,D1434572,Dealer,399000,75483,2008,Corolla Altis,Gold,Petrol,Manual,Ghaziabad,1,1
1040,D1488152,Dealer,1275000,40852,2013,Innova,Maroon,Diesel,Manual,Ghaziabad,1,6
1041,D1482316,Dealer,280000,29000,2011,Etios,Beize,Petrol,Manual,Ghaziabad,1,1
1042,D1478447,Dealer,1280000,55000,2015,Innova,Black,Diesel,Manual,Ghaziabad,1,6
1043,D1482342,Dealer,280000,32200,2011,Etios,Beize,Petrol,Manual,Ghaziabad,1,1
1044,D1482368,Dealer,550000,47140,2011,Corolla Altis,Beize,Petrol,Manual,Ghaziabad,1,1
1045,D1482380,Dealer,2000000,41000,2013,Fortuner,Beize,Diesel,Automatic,Ghaziabad,2,6
1046,D1440182,Dealer,1025000,61526,2012,Innova,Gold,Diesel,Manual,Ghaziabad,1,6
1047,D1467485,Dealer,680000,131000,2010,Innova,Grey,Diesel,Manual,Ghaziabad,1,6
1048,D1466923,Dealer,1250000,61154,2014,Innova,Silver,Diesel,Manual,Ghaziabad,1,6
1049,D1488553,Dealer,9000000,121952,2013,Innova,White,Diesel,Manual,Ghaziabad,1,6
1050,D1452876,Dealer,680000,131091,2010,Innova,Grey,Diesel,Manual,Ghaziabad,1,6
1051,D1433063,Dealer,960000,83000,2014,Innova,Grey,Diesel,Manual,Ghaziabad,1,6
1052,D1473618,Dealer,350000,67000,2012,Etios,Maroon,Diesel,Manual,Ghaziabad,1,1
1053,D1443281,Dealer,325000,75000,2008,Corolla Altis,White,Petrol,Manual,Ghaziabad,1,1
1054,D1478491,Dealer,175000,105000,2007,Corolla,White,Petrol,Manual,Ghaziabad,2,1
1055,D1485344,Dealer,400000,30000,2014,Etios,White,Petrol,Manual,Ghaziabad,1,1
1056,S978801,Individual,325000,33000,2012,Etios Liva,White,Petrol,Manual,Ghaziabad,1,3
1061,S971126,Individual,815000,60000,2010,Innova,,Diesel,Manual,Ghaziabad,1,6
1062,S990131,Individual,850000,65000,2010,Innova,Champagne Mica Metallic,Diesel,Manual,Ghaziabad,1,6
1063,S981099,Individual,380000,84000,2012,Etios,Celestial Black,Diesel,Manual,Ghaziabad,1,1
1064,S984785,Individual,425000,107000,2010,Corolla Altis,White Pearl Mica,Petrol,Manual,Ghaziabad,1,1
1065,S998317,Individual,325000,114000,2013,Etios Liva,White,Diesel,Manual,Ghaziabad,1,3
1066,S972769,Individual,1200000,90000,2009,Fortuner,,Diesel,Manual,Ghaziabad,1,6
1067,S988955,Individual,1400000,100000,2012,Fortuner,Super White,Diesel,Manual,Ghaziabad,1,6
1068,S998813,Individual,850000,120000,2009,Innova,Grey Mica Metallic,Diesel,Manual,Ghaziabad,2,6
1069,S998114,Individual,750000,130000,2009,Innova,Light Blue Metallic,Diesel,Manual,Ghaziabad,1,6
1070,S974095,Individual,470000,144000,2012,Corolla Altis,Blue Metallic,Petrol,Manual,Ghaziabad,1,1
1071,S998222,Individual,750000,135000,2009,Innova,Light Blue Metallic,Diesel,Manual,Ghaziabad,1,6
1072,S993636,Individual,448000,144000,2011,Corolla Altis,Blue Metallic,Petrol,Manual,Ghaziabad,1,1
1073,S992336,Individual,1200000,130000,2010,Fortuner,Super White,Diesel,Manual,Ghaziabad,2,6
1074,D1488807,Dealer,925000,123966,2012,Innova,Silver,Diesel,Manual,Nashik,1,6
1075,D1472699,Dealer,1700000,30642,2016,Innova,Grey,Diesel,Manual,Nashik,1,6
1076,D1377090,Dealer,821000,108136,2010,Innova,Blue,Diesel,Manual,Nashik,1,6
1077,D1457793,Dealer,275000,67000,2005,Camry,Silver,Petrol,Manual,Nashik,1,1
1078,D1433448,Dealer,480000,64804,2012,Etios,Blue,Petrol,Manual,Nashik,1,1
1079,D1421102,Dealer,825000,172640,2010,Innova,Grey,Diesel,Manual,Nashik,1,6
1080,D1397531,Dealer,1600000,39722,2014,Innova,Blue,Diesel,Manual,Nashik,2,6
1081,D1481948,Dealer,2100000,96214,2014,Fortuner,Silver,Diesel,Automatic,Nashik,1,6
1082,D1459320,Dealer,2200000,59682,2015,Fortuner,White,Diesel,Manual,Nashik,1,6
1083,D1464486,Dealer,1400000,122968,2011,Fortuner,Black,Diesel,Manual,Nashik,1,6
1084,D1453363,Dealer,1900000,123184,2014,Fortuner,White,Diesel,Manual,Nashik,1,6
1085,D1437945,Dealer,1675000,109508,2012,Fortuner,White,Diesel,Automatic,Nashik,1,6
1086,D1462804,Dealer,775000,149429,2010,Innova,Silver,Diesel,Manual,Nashik,1,6
1087,D1463981,Dealer,250000,100000,2003,Qualis,White,Diesel,Manual,Nashik,3,6
1088,D1323078,Dealer,999001,168320,2012,Innova,Gold,Diesel,Manual,Nashik,1,6
1089,D1465368,Dealer,650000,195213,2009,Innova,Grey,Diesel,Manual,Nashik,2,6
1090,D1435639,Dealer,750000,197000,2009,Innova,Silver,Diesel,Manual,Nashik,3,6
1091,D1468166,Dealer,1950000,123254,2014,Fortuner,White,Diesel,Manual,Nashik,1,6
1092,D1433501,Dealer,2300000,123111,2015,Fortuner,White,Diesel,Manual,Nashik,1,6
1093,D1417596,Dealer,2200000,67143,2014,Fortuner,White,Diesel,Automatic,Nashik,1,6
1094,D1479754,Dealer,1600000,103328,2012,Fortuner,Grey,Diesel,Manual,Nashik,1,6
1095,D1478905,Dealer,1275000,125118,2011,Fortuner,White,Diesel,Manual,Nashik,1,6
1096,D1487969,Dealer,980000,244066,2012,Innova,Silver,Diesel,Manual,Nashik,1,6
1097,D1481816,Dealer,1200000,220000,2010,Fortuner,White,Diesel,Manual,Nashik,1,6
1102,S961014,Individual,670000,55000,2014,Etios,,Diesel,Manual,Nashik,1,1
1103,S966868,Individual,391000,67000,2011,Etios,,Petrol,Manual,Nashik,2,1
1104,S987315,Individual,2300000,53000,2012,Fortuner,Super White,Diesel,Manual,Nashik,1,6
1105,S997092,Individual,1255000,90100,2013,Innova,Silky Gold Mica Metallic,Diesel,Manual,Nashik,2,6
1106,S979770,Individual,850000,121000,2011,Innova,Gray,Diesel,Manual,Nashik,3,6
1107,S984416,Individual,555555,177000,2007,Innova,Silver,Petrol,Manual,Nashik,3,6
1108,S997550,Individual,1100000,180000,2009,Fortuner,Super White,Diesel,Manual,Nashik,1,6
1109,D1459420,Dealer,350000,50551,2011,Etios,Gold,Petrol,Manual,Noida,1,1
1110,D1488090,Dealer,350000,69379,2011,Etios,Silver,Petrol,Manual,Noida,1,1
1112,D1488674,Dealer,765000,37000,2010,Innova,Silver,Diesel,Manual,Noida,1,6
1114,D1468220,Dealer,225000,72000,2007,Corolla,Bronze,Petrol,Manual,Noida,2,1
1115,D1463223,Dealer,250000,73000,2008,Corolla,White,Petrol,Manual,Noida,1,1
1116,D1465876,Dealer,1165000,39115,2013,Innova,Silver,Diesel,Manual,Noida,1,6
1117,D1474244,Dealer,225000,70000,2004,Camry,Gold,Petrol,Manual,Noida,2,1
